,Reconciled_Name,Year,count,mean,std,min,CI4%,CI50%,CI96%,max,PlottingGroup,Dimension
33000,Sudden_ infant_death_syndrome,2001,0,,,,,,,,other,stigmaindex
33025,Sudden_ infant_death_syndrome,2004,0,,,,,,,,other,stigmaindex
33050,Sudden_ infant_death_syndrome,2007,0,,,,,,,,other,stigmaindex
33075,Sudden_ infant_death_syndrome,2010,0,,,,,,,,other,stigmaindex
33100,Sudden_ infant_death_syndrome,2013,0,,,,,,,,other,stigmaindex
33125,Sudden_ infant_death_syndrome,2016,0,,,,,,,,other,stigmaindex
33150,Syphilis,1980,25,2.047388216,0.196056393,1.776027441,1.785535278,2.011559218,2.459208918,2.465270996,stis,stigmaindex
33175,Syphilis,1983,25,2.061218783,0.180808581,1.642616242,1.733673791,2.077554554,2.317455174,2.331016451,stis,stigmaindex
33200,Syphilis,1986,25,2.112680495,0.158300843,1.684324056,1.838828365,2.15002954,2.327776344,2.372306049,stis,stigmaindex
33225,Syphilis,1989,25,1.719070885,0.147600088,1.483475685,1.49397644,1.72759375,1.974635272,2.007228017,stis,stigmaindex
33250,Syphilis,1992,25,1.62831564,0.181488306,1.360518873,1.386341336,1.586849153,1.962255875,1.988227755,stis,stigmaindex
33275,Syphilis,1995,25,1.354123625,0.091138648,1.15161781,1.212701265,1.373877525,1.501737374,1.520108432,stis,stigmaindex
33300,Syphilis,1998,25,1.523106028,0.144684876,1.300217599,1.338535937,1.490606129,1.737831103,1.853104979,stis,stigmaindex
33325,Syphilis,2001,25,1.317127748,0.153163395,1.009900689,1.106477337,1.298544347,1.564067469,1.604510546,stis,stigmaindex
33350,Syphilis,2004,25,1.696448247,0.174746079,1.41084002,1.447950963,1.706717968,2.002143136,2.028070956,stis,stigmaindex
33375,Syphilis,2007,25,1.823108729,0.130430801,1.588562489,1.628043146,1.841386557,2.025840952,2.030046999,stis,stigmaindex
33400,Syphilis,2010,25,1.40342128,0.118587497,1.164568827,1.171957118,1.402907103,1.588106291,1.629977047,stis,stigmaindex
33425,Syphilis,2013,25,1.946477917,0.186250677,1.482501388,1.586844983,1.994991064,2.191907295,2.197432131,stis,stigmaindex
33450,Syphilis,2016,25,1.555786905,0.155671747,1.117927194,1.341094337,1.558402687,1.811272054,1.834352612,stis,stigmaindex
33475,Tay_Sachs,1980,13,1.220097716,0.203397971,0.881377645,0.89328328,1.261007264,1.487968651,1.489327222,genetic,stigmaindex
33500,Tay_Sachs,1983,7,1.239741341,0.206378736,0.902396075,0.95597641,1.202857569,1.506903276,1.551236629,genetic,stigmaindex
33525,Tay_Sachs,1986,3,1.502508422,0.300066207,1.24696894,1.261422194,1.427634612,1.800498745,1.832921714,genetic,stigmaindex
33550,Tay_Sachs,1989,24,1.09646326,0.246742078,0.586480251,0.651666601,1.104066126,1.435208995,1.473451003,genetic,stigmaindex
33575,Tay_Sachs,1992,25,0.264681189,0.220192897,-0.231806219,-0.018958765,0.273876793,0.638611711,0.697507203,genetic,stigmaindex
33600,Tay_Sachs,1995,25,0.913613898,0.21568596,0.507851243,0.684249913,0.864462666,1.440434773,1.447807372,genetic,stigmaindex
33625,Tay_Sachs,1998,25,1.106422265,0.231062297,0.666182566,0.754911135,1.101025231,1.432849028,1.833954275,genetic,stigmaindex
33650,Tay_Sachs,2001,25,0.996698287,0.240062555,0.544553342,0.622108491,1.007164404,1.3783023,1.543344021,genetic,stigmaindex
33675,Tay_Sachs,2004,25,0.626244416,0.26539232,0.126664251,0.215388339,0.666007556,1.006044994,1.280292615,genetic,stigmaindex
33700,Tay_Sachs,2007,9,0.650273962,0.305958021,0.111956591,0.19847431,0.690037481,1.061035976,1.104214057,genetic,stigmaindex
33725,Tay_Sachs,2010,25,0.354484355,0.232210312,-0.043222748,-0.040850606,0.396370267,0.731232775,0.841348492,genetic,stigmaindex
33750,Tay_Sachs,2013,24,0.643862266,0.203440741,0.270022421,0.349128395,0.662499565,0.948815642,1.019548073,genetic,stigmaindex
33775,Tay_Sachs,2016,9,0.40106792,0.285011882,-0.022881106,-0.003592879,0.455210144,0.75367959,0.793503333,genetic,stigmaindex
33800,Thalassemia,1980,23,0.958202489,0.224419331,0.425566766,0.466946771,1.013436273,1.223835987,1.359722495,genetic,stigmaindex
33825,Thalassemia,1983,4,1.105162211,0.105426805,0.997510806,1.004116595,1.091202997,1.227425832,1.240732044,genetic,stigmaindex
33850,Thalassemia,1986,0,,,,,,,,genetic,stigmaindex
33875,Thalassemia,1989,0,,,,,,,,genetic,stigmaindex
33900,Thalassemia,1992,3,0.745835744,0.225329148,0.487647511,0.516399616,0.847048819,0.898349935,0.902810901,genetic,stigmaindex
33925,Thalassemia,1995,25,0.660692801,0.246107989,0.173978018,0.250754966,0.682022516,1.035347876,1.174779043,genetic,stigmaindex
33950,Thalassemia,1998,23,0.721492858,0.274091513,0.048726894,0.408108106,0.732505001,1.210586191,1.364515156,genetic,stigmaindex
33975,Thalassemia,2001,9,1.081416304,0.233428012,0.799599774,0.806848297,0.991089158,1.434462603,1.521325678,genetic,stigmaindex
34000,Thalassemia,2004,17,0.464446152,0.282382238,-0.092997754,0.01313965,0.518251594,0.900900497,0.921162724,genetic,stigmaindex
34025,Thalassemia,2007,24,0.495347887,0.238329994,-0.150399599,0.009485612,0.536097743,0.764233561,0.807392079,genetic,stigmaindex
34050,Thalassemia,2010,16,0.308422574,0.251215151,-0.07331854,-0.029331113,0.307530167,0.707625574,0.867689647,genetic,stigmaindex
34075,Thalassemia,2013,21,0.446552741,0.262050522,-0.160486091,0.025277033,0.446769047,0.95865396,1.114150539,genetic,stigmaindex
34100,Thalassemia,2016,6,0.860782456,0.213187506,0.490597034,0.55361245,0.869327661,1.090687025,1.107888952,genetic,stigmaindex
34125,Tourette_syndrome,1980,4,0.940601625,0.100056974,0.8022158,0.819296586,0.96105396,1.030819113,1.038082778,neurodevelopmental,stigmaindex
34150,Tourette_syndrome,1983,0,,,,,,,,neurodevelopmental,stigmaindex
34175,Tourette_syndrome,1986,6,1.316004304,0.23245288,1.132696405,1.14117313,1.232990146,1.681411558,1.761596233,neurodevelopmental,stigmaindex
34200,Tourette_syndrome,1989,25,1.024376934,0.342424575,0.077443754,0.539037272,1.056987479,1.539729331,1.734668791,neurodevelopmental,stigmaindex
34225,Tourette_syndrome,1992,25,1.395628342,0.354064451,0.424221847,0.780858088,1.433936477,1.795073025,2.018035948,neurodevelopmental,stigmaindex
34250,Tourette_syndrome,1995,25,1.606894974,0.206254224,1.122828141,1.32944162,1.598964036,1.868500257,1.999150157,neurodevelopmental,stigmaindex
34275,Tourette_syndrome,1998,25,1.582428418,0.209536084,1.176285192,1.196649303,1.549940258,1.875361053,1.880382806,neurodevelopmental,stigmaindex
34300,Tourette_syndrome,2001,25,1.555776302,0.174308438,1.118427873,1.307204533,1.530941933,1.852304907,1.88070631,neurodevelopmental,stigmaindex
34325,Tourette_syndrome,2004,25,1.30184816,0.181735626,0.92771255,0.95594407,1.319999866,1.581967423,1.608600199,neurodevelopmental,stigmaindex
34350,Tourette_syndrome,2007,25,1.591519462,0.196350278,1.14909178,1.171424153,1.609825522,1.84558036,1.989738494,neurodevelopmental,stigmaindex
34375,Tourette_syndrome,2010,25,1.209735635,0.242286704,0.855876595,0.916244705,1.170055181,1.585549988,1.743214697,neurodevelopmental,stigmaindex
34400,Tourette_syndrome,2013,25,0.910832123,0.200529884,0.541292377,0.619024439,0.910783269,1.211161371,1.345377594,neurodevelopmental,stigmaindex
34425,Tourette_syndrome,2016,25,1.473804201,0.243938965,0.905707374,1.156025253,1.492326468,1.91471535,1.957797348,neurodevelopmental,stigmaindex
34450,Tuberculosis,1980,25,0.834124909,0.097552712,0.657610994,0.706249453,0.826802269,0.97807258,0.984485462,infectious,stigmaindex
34475,Tuberculosis,1983,25,0.958696621,0.116507452,0.785497956,0.809699542,0.926652074,1.133532005,1.181913033,infectious,stigmaindex
34500,Tuberculosis,1986,25,1.097417834,0.088412153,0.852425754,0.961497283,1.110645384,1.209346474,1.216565222,infectious,stigmaindex
34525,Tuberculosis,1989,25,0.972627637,0.119106971,0.717329055,0.728673236,1.003325358,1.131547562,1.171047717,infectious,stigmaindex
34550,Tuberculosis,1992,25,0.745229675,0.117193942,0.579398715,0.583736232,0.746513791,0.926455775,0.97759822,infectious,stigmaindex
34575,Tuberculosis,1995,25,0.837430849,0.106778794,0.611394858,0.660799576,0.843577318,0.985045003,1.018798143,infectious,stigmaindex
34600,Tuberculosis,1998,25,0.988524613,0.105316162,0.783190094,0.816664193,0.978724673,1.164162851,1.16789557,infectious,stigmaindex
34625,Tuberculosis,2001,25,0.680728566,0.081054661,0.560816649,0.579147704,0.679628668,0.812066881,0.855198361,infectious,stigmaindex
34650,Tuberculosis,2004,25,0.678930948,0.129537807,0.380183853,0.510947243,0.656005435,0.867700612,0.944743615,infectious,stigmaindex
34675,Tuberculosis,2007,25,0.582302078,0.0962524,0.408786504,0.417975879,0.59185112,0.704082075,0.781536669,infectious,stigmaindex
34700,Tuberculosis,2010,25,0.623157294,0.144456821,0.345466167,0.385933684,0.600065943,0.921793475,0.941661643,infectious,stigmaindex
34725,Tuberculosis,2013,25,0.618925905,0.082541162,0.475528486,0.489875458,0.634579286,0.762885533,0.83759038,infectious,stigmaindex
34750,Tuberculosis,2016,25,0.566669905,0.137965163,0.320727209,0.337920515,0.556483563,0.782036972,0.800675221,infectious,stigmaindex
34775,Tuberous_sclerosis,1980,0,,,,,,,,genetic,stigmaindex
34800,Tuberous_sclerosis,1983,0,,,,,,,,genetic,stigmaindex
34825,Tuberous_sclerosis,1986,0,,,,,,,,genetic,stigmaindex
34850,Tuberous_sclerosis,1989,0,,,,,,,,genetic,stigmaindex
34875,Tuberous_sclerosis,1992,0,,,,,,,,genetic,stigmaindex
34900,Tuberous_sclerosis,1995,0,,,,,,,,genetic,stigmaindex
34925,Tuberous_sclerosis,1998,0,,,,,,,,genetic,stigmaindex
34950,Tuberous_sclerosis,2001,1,-0.435900099,,-0.435900099,-0.435900099,-0.435900099,-0.435900099,-0.435900099,genetic,stigmaindex
34975,Tuberous_sclerosis,2004,25,-0.029561381,0.208000346,-0.424333249,-0.373296011,-0.033259097,0.301148644,0.376222018,genetic,stigmaindex
35000,Tuberous_sclerosis,2007,8,0.128722219,0.126845227,-0.026638858,-0.020581133,0.151595847,0.286791557,0.302027243,genetic,stigmaindex
35025,Tuberous_sclerosis,2010,25,-0.188779558,0.220686133,-0.595601776,-0.462862818,-0.22577399,0.203819297,0.263888934,genetic,stigmaindex
35050,Tuberous_sclerosis,2013,1,0.628896222,,0.628896222,0.628896222,0.628896222,0.628896222,0.628896222,genetic,stigmaindex
35075,Tuberous_sclerosis,2016,10,0.029350052,0.190836383,-0.252271123,-0.236949528,0.061585732,0.28197111,0.31666974,genetic,stigmaindex
35100,Uterine_cancer,1980,0,,,,,,,,cancers,stigmaindex
35125,Uterine_cancer,1983,0,,,,,,,,cancers,stigmaindex
35150,Uterine_cancer,1986,0,,,,,,,,cancers,stigmaindex
35175,Uterine_cancer,1989,16,1.220311735,0.25174303,0.547893706,0.74764435,1.225814767,1.5180426,1.554413587,cancers,stigmaindex
35200,Uterine_cancer,1992,25,0.951994682,0.126597618,0.726429977,0.799849512,0.948445454,1.110259,1.303483278,cancers,stigmaindex
35225,Uterine_cancer,1995,25,1.234656143,0.186283459,0.895614617,0.927313113,1.20491533,1.562107778,1.667598844,cancers,stigmaindex
35250,Uterine_cancer,1998,25,0.823591782,0.16152654,0.551179353,0.597358699,0.79896218,1.066744382,1.204494298,cancers,stigmaindex
35275,Uterine_cancer,2001,25,0.80429804,0.240332491,0.322293456,0.385047986,0.874461949,1.087556439,1.184160724,cancers,stigmaindex
35300,Uterine_cancer,2004,25,0.808283949,0.192018723,0.455162764,0.472774701,0.795873649,1.115517235,1.121368542,cancers,stigmaindex
35325,Uterine_cancer,2007,25,0.69289971,0.261097899,-0.012248527,0.246903529,0.71709647,1.019783917,1.16336371,cancers,stigmaindex
35350,Uterine_cancer,2010,25,0.873320689,0.220856994,0.487345777,0.528320979,0.804825556,1.261375391,1.293385789,cancers,stigmaindex
35375,Uterine_cancer,2013,25,0.776442479,0.20042733,0.326049339,0.446852295,0.813296497,1.085922191,1.241029903,cancers,stigmaindex
35400,Uterine_cancer,2016,25,1.297578122,0.222176369,0.678779185,0.884405324,1.329344288,1.60017154,1.711957514,cancers,stigmaindex
35425,Visual_Impariment,1980,25,0.890866487,0.196431099,0.497108646,0.623866078,0.923357874,1.163729694,1.208702385,visual_auditory,stigmaindex
35450,Visual_Impariment,1983,25,1.043754115,0.191386896,0.725234609,0.754682837,1.034394737,1.383038862,1.516868889,visual_auditory,stigmaindex
35475,Visual_Impariment,1986,25,1.055158679,0.196924595,0.688746906,0.732220744,1.052520707,1.364106507,1.401838761,visual_auditory,stigmaindex
35500,Visual_Impariment,1989,25,0.371695342,0.183295784,0.037227038,0.121950278,0.384408271,0.638396023,0.889895096,visual_auditory,stigmaindex
35525,Visual_Impariment,1992,25,0.189274535,0.150526511,-0.056902612,-0.056288538,0.198462478,0.391346664,0.397470534,visual_auditory,stigmaindex
35550,Visual_Impariment,1995,25,0.364741613,0.137130279,0.075983066,0.098752973,0.388271417,0.55595572,0.636419512,visual_auditory,stigmaindex
35575,Visual_Impariment,1998,25,0.053245797,0.128762288,-0.209801376,-0.180236945,0.067311585,0.251662485,0.265118001,visual_auditory,stigmaindex
35600,Visual_Impariment,2001,25,0.287463831,0.07626416,0.128092885,0.166818816,0.310861039,0.374310947,0.44095799,visual_auditory,stigmaindex
35625,Visual_Impariment,2004,25,0.632023492,0.136711567,0.333757222,0.450239963,0.598371942,0.864823049,0.935045555,visual_auditory,stigmaindex
35650,Visual_Impariment,2007,25,0.454722771,0.128751595,0.160297452,0.25388386,0.481786481,0.598324784,0.67626895,visual_auditory,stigmaindex
35675,Visual_Impariment,2010,25,0.192802033,0.163106754,-0.045302892,-0.005685687,0.155819066,0.40040947,0.703370236,visual_auditory,stigmaindex
35700,Visual_Impariment,2013,25,0.26933531,0.140788014,-0.054175515,-0.018499668,0.246858817,0.471680787,0.558010209,visual_auditory,stigmaindex
35725,Visual_Impariment,2016,25,0.233878853,0.130504128,0.010792494,0.06379951,0.19878431,0.475792616,0.480025545,visual_auditory,stigmaindex
35750,drug_addiction_folded,1980,25,1.419006554,0.146427985,1.093436599,1.138040676,1.420232028,1.660794251,1.692902982,addictions,stigmaindex
35775,drug_addiction_folded,1983,25,1.506639584,0.14661307,1.173135817,1.273947079,1.52084592,1.742939019,1.84774816,addictions,stigmaindex
35800,drug_addiction_folded,1986,25,1.355673478,0.095406901,1.187813744,1.226276464,1.348703235,1.524629033,1.548242629,addictions,stigmaindex
35825,drug_addiction_folded,1989,25,1.230223297,0.09730526,0.971891984,1.067958583,1.244900778,1.362814434,1.422874987,addictions,stigmaindex
35850,drug_addiction_folded,1992,25,1.527750222,0.100732616,1.274966672,1.377610691,1.518765748,1.678699802,1.679249376,addictions,stigmaindex
35875,drug_addiction_folded,1995,25,1.706947036,0.113605261,1.546265781,1.564960477,1.674053222,1.915740441,1.927204102,addictions,stigmaindex
35900,drug_addiction_folded,1998,25,1.68758812,0.111685873,1.480239868,1.485507898,1.70488593,1.81420711,1.964881539,addictions,stigmaindex
35925,drug_addiction_folded,2001,25,1.587707231,0.087522423,1.402501851,1.438038732,1.594453216,1.69847048,1.707564414,addictions,stigmaindex
35950,drug_addiction_folded,2004,25,1.707432707,0.097004475,1.56480664,1.573377521,1.697942138,1.921875448,1.938726187,addictions,stigmaindex
35975,drug_addiction_folded,2007,25,1.855919551,0.125779851,1.59816727,1.632226089,1.887304425,2.036096045,2.069765478,addictions,stigmaindex
36000,drug_addiction_folded,2010,25,1.79384277,0.104263682,1.597121477,1.655072756,1.780023515,1.959660906,2.004345506,addictions,stigmaindex
36025,drug_addiction_folded,2013,25,1.591671852,0.105906149,1.304362178,1.433982911,1.600084215,1.754537044,1.794188619,addictions,stigmaindex
36050,drug_addiction_folded,2016,25,1.134417019,0.087850974,0.919455618,0.946093801,1.127939939,1.260197722,1.269021302,addictions,stigmaindex
36075,epilepsy_folded,1980,25,1.448316466,0.166944626,1.175798252,1.190646232,1.433243036,1.710523536,1.817828119,neurological,stigmaindex
36100,epilepsy_folded,1983,25,1.82225601,0.204727682,1.444941938,1.504667251,1.77281639,2.171298215,2.230002344,neurological,stigmaindex
36125,epilepsy_folded,1986,25,1.881706707,0.206333396,1.516851872,1.542524575,1.805565357,2.203334281,2.404455841,neurological,stigmaindex
36150,epilepsy_folded,1989,25,1.508598419,0.191934486,1.034626588,1.218128445,1.507790327,1.785336207,1.965239018,neurological,stigmaindex
36175,epilepsy_folded,1992,25,1.026542591,0.163378823,0.638517708,0.770243753,1.027194828,1.294876099,1.313874006,neurological,stigmaindex
36200,epilepsy_folded,1995,25,1.183703945,0.139836671,0.787356764,0.929708663,1.196870893,1.34790236,1.444873214,neurological,stigmaindex
36225,epilepsy_folded,1998,25,1.029776218,0.132761696,0.771955181,0.816434285,1.011125132,1.240428102,1.293702066,neurological,stigmaindex
36250,epilepsy_folded,2001,25,0.596857167,0.14738686,0.331482584,0.365755641,0.58623983,0.877839036,0.940925121,neurological,stigmaindex
36275,epilepsy_folded,2004,25,0.725808491,0.148641518,0.28868697,0.469863879,0.769932121,0.936005836,0.95266141,neurological,stigmaindex
36300,epilepsy_folded,2007,25,0.735365923,0.170130301,0.352096923,0.459541095,0.712369308,0.985973859,1.055335641,neurological,stigmaindex
36325,epilepsy_folded,2010,25,0.734438302,0.164342762,0.414025806,0.480860833,0.727558564,0.97501826,1.065989077,neurological,stigmaindex
36350,epilepsy_folded,2013,25,0.593994698,0.126860626,0.356730625,0.404483774,0.588656068,0.798785282,0.87445572,neurological,stigmaindex
36375,epilepsy_folded,2016,25,0.79620362,0.161383046,0.508459819,0.556817142,0.784131765,1.092390397,1.162689164,neurological,stigmaindex
36400,obesity_folded,1980,25,0.964314061,0.158901922,0.67864259,0.695452979,0.987094775,1.168507836,1.169208951,behavioral,stigmaindex
36425,obesity_folded,1983,25,1.198956878,0.162216157,0.909944654,0.919079456,1.169290841,1.468433666,1.496110201,behavioral,stigmaindex
36450,obesity_folded,1986,25,1.218294434,0.175856115,0.800056264,0.982417423,1.215650082,1.491436964,1.60912171,behavioral,stigmaindex
36475,obesity_folded,1989,25,0.897902945,0.134604409,0.540374719,0.639196184,0.940165222,1.074124534,1.152845323,behavioral,stigmaindex
36500,obesity_folded,1992,25,0.995807599,0.135518409,0.664389387,0.706073926,1.029737934,1.168985766,1.2057046,behavioral,stigmaindex
36525,obesity_folded,1995,25,1.220426862,0.090697081,1.067306638,1.098030648,1.227124795,1.3870127,1.426901668,behavioral,stigmaindex
36550,obesity_folded,1998,25,1.150175501,0.083996143,0.954100281,1.000524927,1.14653337,1.261276983,1.291197032,behavioral,stigmaindex
36575,obesity_folded,2001,25,1.190112906,0.082724749,1.055016838,1.06701408,1.180516705,1.337914753,1.348417282,behavioral,stigmaindex
36600,obesity_folded,2004,25,1.308732569,0.082868471,1.158044308,1.191517748,1.296100393,1.431897961,1.487553984,behavioral,stigmaindex
36625,obesity_folded,2007,25,1.237575364,0.091437699,1.012019977,1.10103635,1.241996616,1.397063635,1.42009218,behavioral,stigmaindex
36650,obesity_folded,2010,25,0.973597234,0.116898249,0.695345924,0.776514378,0.969434693,1.177540575,1.271679789,behavioral,stigmaindex
36675,obesity_folded,2013,25,0.951223836,0.076484257,0.78534089,0.787648627,0.961398661,1.063187175,1.116077133,behavioral,stigmaindex
36700,obesity_folded,2016,25,0.976196954,0.134638274,0.752614606,0.770781458,1.014331084,1.170468772,1.178297482,behavioral,stigmaindex
